日時,名称,PF,トピック,起源,背景,影響
2026-06-07 04:41,蓮舫ポスター,N/A,政治,蓮舫氏の都知事選ポスター,白背景でシンプルなデザインがSNSで注目された。,ポスターの意図や効果についてSNSで議論が活発化。
2026-06-07 04:41,ニコニコ動画障害,N/A,"ネットサービス, サイバー攻撃",KADOKAWAグループへのサイバー攻撃,6/8から大規模障害、サービス停止が長期化。,ユーザーが復旧を待ち望み、コンテンツを懐かしむ。
2026-06-07 04:41,ドミノ1枚無料,N/A,"食事, キャンペーン",ドミノ・ピザの「BUY 1 GET 1 FREE」,期間限定キャンペーンがSNSで拡散し注文殺到。,多くのユーザーが利用し、売上増加に貢献した。
2026-06-07 04:41,きゅうりパック,N/A,"美容, TikTok",TikTokで流行したきゅうりを使った美容法,スライスきゅうりを顔に貼る手軽な美容法が拡散。,多くのユーザーが試す動画を投稿し、流行した。
2026-06-08 04:42,都知事選ポスター,N/A,"政治,選挙,社会",東京都知事選挙の掲示板,多数の候補者ポスターの奇抜さや多様性が話題に,Xなどでパロディ画像や感想が多数投稿され拡散
2026-06-08 04:42,大谷HRボール騒動,N/A,"スポーツ,ニュース,論争",大谷翔平選手のホームランボールを巡る出来事,ボールを巡りファンが揉める動画が拡散、議論に,Xでトレンド入り、倫理観や権利について議論が活発化
2026-06-08 04:42,猫ミーム,N/A,"動物,動画,コメディ",海外の猫動画を元にした編集文化,様々な猫のリアクション動画を組み合わせたショート動画,TikTokやXで二次創作が多数。日常の出来事を表現。
2026-06-08 04:42,スイカゲーム,N/A,"ゲーム,パズル",Aladdin X,フルーツを合わせて大きくするシンプルなパズルゲーム,Switch版の人気継続。SNSで高得点報告や攻略法が話題。
2026-06-09 05:27,スイカゲーム無料配信,N/A,"ゲーム,エンタメ",Nintendo Switch Online,有料ゲームが期間限定で無料プレイ可能に。,多くのユーザーがプレイしSNSで話題。
2026-06-09 05:27,#これ見た人は来年の目標を言う,N/A,"日常,SNSチャレンジ",X (Twitter)ハッシュタグ,投稿を見た人が来年の目標を宣言する連鎖。,多くのユーザーが参加し、目標を共有。
2026-06-09 05:27,特定の人にしか聞こえない音,N/A,"科学,エンタメ",不明 (過去のネットミーム),人によって聞こえ方が異なる高周波音。,聴覚の個人差についてSNSで議論再燃。
2026-06-09 05:27,ずんだもんAI歌唱,N/A,"キャラクター,AI,音楽",AI音声合成ソフト,ずんだもんの声で様々な曲を歌わせる。,ユニークな歌声が話題、多くの動画が投稿。
2026-06-10 05:16,きゅうりパック,N/A,"美容, コメディ, TikTok",TikTokでの美容法再流行,顔にきゅうりを貼る美容法を試す動画が話題に。,面白い表情やリアクションが拡散され、真似する人が増加。
2026-06-10 05:16,スイカゲーム マルチプレイ,N/A,"ゲーム, 対戦, エンタメ",Nintendo Switch「スイカゲーム」,人気ゲームに待望の対戦モードが追加され話題に。,友人との対戦動画や結果がSNSで多数投稿され盛り上がった。
2026-06-10 05:16,猫ミーム,N/A,"動物, コメディ, 動画",海外発の猫動画、日本で独自進化,猫の表情や動きにBGMやテロップを付け面白く編集。,多くのユーザーが自分の猫で真似し、様々なバリエーションが誕生。
2026-06-11 05:41,ドミノ・ピザ 謝罪クーポン,N/A,"Food, Business, Internet culture",ドミノ・ピザ ジャパンの誤配信,全会員に無料ピザクーポンを誤配信後、撤回し謝罪。,「幻のピザ」としてSNSで話題、企業対応に賛否両論。
2026-06-11 05:41,都知事選ポスター掲示板,N/A,"Politics, Art, Internet culture",東京都知事選挙の候補者ポスター,多数の候補者が個性的なポスターを掲示し、掲示板が多様な表現の場に。,SNSで「アート展」「カオス」と話題、表現の自由を巡る議論も。
2026-06-11 05:41,ちいかわ 泣き顔/困り顔,N/A,"Anime, Manga, Internet culture",『ちいかわ』最新話の漫画/アニメ,主人公ちいかわの感情豊かな表情が、共感を呼びSNSで拡散。,自身の感情を表現するスタンプやアイコンとして使用される。
2026-06-12 05:31,猫ミーム,N/A,"動物,コメディ,日常",海外の動画ミーム,特定の猫動画を使い、日常を面白く表現するスタイルが人気。,XやTikTokで多数のパロディ動画が作成され拡散。
2026-06-12 05:31,ドット絵メーカー,N/A,"アート,クリエイティブ",オンラインツール,簡単に自分やキャラのドット絵アバターが作れる手軽さが人気。,Xなどで作成したドット絵を共有する投稿が多数。
2026-06-12 05:31,ファミマのメロンパンの皮焼いちゃいました。,N/A,"グルメ,コンビニ",ファミリーマートの新商品,以前も人気だった商品が再販され、独特の食感と味が話題に。,購入報告や感想がSNSで多数投稿され、品薄になる店舗も。
2026-06-13 05:20,こち亀新連載,N/A,"漫画,アニメ",週刊少年ジャンプ,2016年以来の新作掲載発表でファンが歓喜。,往年のファンが盛り上がり、関連ワードがトレンド入り。
2026-06-13 05:20,はま寿司CM,N/A,"広告,音楽,グルメ",はま寿司公式CM,キャッチーな楽曲とダンスがSNSで話題に。,多くのユーザーが真似して動画を投稿。認知度向上。
2026-06-13 05:20,きゅうりパック,N/A,"美容,スキンケア",TikTok,きゅうりの美容効果が注目され、手軽さから流行。,多くのユーザーが試して効果を検証する動画を投稿。
2026-06-13 05:20,定額減税,N/A,"政治,経済,生活",日本政府の政策,6月からの実施を前に、制度内容や影響が話題に。,制度への理解や不満、疑問がSNS上で活発に議論。
2026-06-14 04:46,あー、お腹すいた,N/A,"音楽,子供向け,TikTok",TikTokユーザー「おむすび」のオリジナル楽曲。,シンプルな歌詞と中毒性のあるメロディで人気。,子供たちの間で大流行。ダンス動画が多数投稿。
2026-06-14 04:46,蓮舫氏のポスター,N/A,"政治,デザイン,パロディ",蓮舫氏の都知事選出馬表明時に公開されたポスター。,独特のデザインがSNSで話題となり、賛否両論。,コラージュ素材化、デザインの是非を巡る議論に発展。
2026-06-14 04:46,ブロッコリーの歌,N/A,"音楽,子供向け,TikTok",TikTokユーザー「おむすび」のオリジナル楽曲。,「あー、お腹すいた」に続く、野菜テーマの歌。,子供たちの間で人気。歌ったり踊ったりする動画多数。
2026-06-15 04:48,蓮舫氏ポスター,N/A,"政治,選挙,デザイン",東京都知事選の蓮舫候補ポスター,多数の顔写真が並び「七人の蓮舫」と話題に,"認知度向上,デザイン議論,パロディ生成"
2026-06-15 04:48,メロンソーダフラッペ,N/A,"グルメ,コンビニ,ドリンク",ファミリーマートの新商品,懐かしい味がSNSで「美味しい」と話題に,"購入者続出,関連投稿増加,夏の注目商品に"
2026-06-16 06:13,都知事選ポスター,N/A,"政治,社会,アート",東京都知事選挙の候補者ポスター掲示板,個性的な候補者やユニークなポスターがSNSで話題,選挙への関心喚起、SNSでのパロディや大喜利
2026-06-16 06:13,ちいかわラーメン 豚,N/A,"キャラクター,グルメ,イベント",ちいかわとラーメン二郎系コラボ店舗の開店,長蛇の列、限定メニュー、独特の世界観がSNSで話題,ファンによる情報共有、体験談の投稿、コラボ成功
2026-06-16 06:13,梅雨入りあるある,N/A,"天気,日常,共感",気象庁の梅雨入り発表、SNSでの共感投稿,髪のうねり、洗濯物、気分低下など梅雨の悩みを共有,ユーザー間の共感促進、梅雨対策グッズの話題化
2026-06-17 06:13,おぱんちゅううさぎ当りくじ,N/A,"キャラクター,グッズ,雑貨",サンリオ,キャラクター「おぱんちゅううさぎ」の新作くじ発売,ファンがSNSで結果報告やグッズ交換を活発化
2026-06-17 06:13,ちいかわ たこ焼き,N/A,"アニメ,キャラクター,日常",アニメ「ちいかわ」第210話,ハチワレがたこ焼きを作るエピソードが放送,視聴者が可愛いと反応、たこ焼き関連投稿が増加
2026-06-17 06:13,#これを見た人は来年の目標を立てる,N/A,"日常,ライフスタイル,大喜利",X (Twitter)上のハッシュタグ,季節外れな目標設定を促すハッシュタグが流行,ユーザーがユニークな目標を投稿し、笑いを誘う
2026-06-17 06:13,梅雨入り,N/A,"天気,日常,季節",日本の気象庁による梅雨入り発表,各地で梅雨入りが発表され、SNSで話題に,雨具や洗濯、体調に関する投稿が多数見られる
2026-06-17 06:13,猫ミーム,N/A,"動物,動画,コメディ",海外のSNS動画、日本で独自発展,猫の動画に効果音や字幕を付けたコラージュ,日常の出来事を猫で表現する動画が多数投稿
2026-06-18 05:25,蓮舫氏出馬表明,N/A,"政治,社会",蓮舫氏の都知事選出馬表明,5/27出馬表明。過去発言「二番じゃダメ」が再燃。,政治関心高まる。SNSで議論、パロディ投稿増。
2026-06-18 05:25,バレーボールネーションズリーグ,N/A,"スポーツ,エンタメ",バレーボール国際大会,日本代表の活躍にSNSでファンが熱狂。応援投稿が多数。,バレーボール人気向上。SNSでの一体感、応援文化活性化。
2026-06-19 05:35,猫ミーム,N/A,"動物,コメディ,日常",海外の動画投稿サイト,様々な猫の動画を素材に、感情を表現するミーム。,日常の出来事を面白おかしく表現する手段として定着。
2026-06-19 05:35,きゅうりパック,N/A,"美容,コメディ,ダンス",TikTok,顔にきゅうりを乗せ、特定の音源で踊る動画が流行。,若年層を中心に美容とエンタメを融合したコンテンツとして拡散。
2026-06-19 05:35,すずめ feat. 十明 (TikTok),N/A,"音楽,ダンス,感情",映画「すずめの戸締まり」主題歌,映画楽曲がTikTokでダンスやエモい動画のBGMとして再流行。,楽曲の再評価、新たな動画表現の創出。
2026-06-19 05:35,蓮舫氏ポスターパロディ,N/A,"政治,コメディ,デザイン",蓮舫氏の都知事選ポスター,蓮舫氏の都知事選ポスターの構図やスローガンを真似たパロディ。,政治キャンペーンへの関心喚起、ユーモラスな表現の流行。
2026-06-20 04:58,猫ミーム,N/A,"動物,ユーモア,動画編集",海外発TikTok/YouTube,猫動画に効果音や字幕で感情表現,日常会話や動画作成で広く利用
2026-06-20 04:58,Google ピコピコ版,N/A,"技術,ユーモア",Google Japan,エイプリルフール企画。入力音再現,懐かしさで話題、多くのユーザーが体験
2026-06-20 04:58,Bling-Bang-Bang-Born,N/A,"音楽,ダンス,アニメ","Creepy Nuts,アニメOP",独特なリズムとダンスがSNSで流行,ダンス動画多数、海外でも人気
2026-06-20 04:58,ドゥビドゥバドゥビドゥバ,N/A,"音楽,動物,ユーモア",チリの歌、猫ミームと結合,陽気な曲が猫ミーム動画で再燃,猫ミームBGMで大流行、中毒性で話題
