日時,名称,PF,トピック,起源,背景,影響
2026-01-18 06:41,猫ミーム,N/A,"動物,コメディ,動画",海外の猫動画を元にしたMAD動画,様々な感情を表現する猫の動画に音源を合わせたもの,SNSで流行し、多くの派生動画が作られている
2026-01-18 06:41,#梅雨入り,N/A,"季節,天気,生活",気象庁の発表とSNSユーザーの反応,日本の梅雨入り時期に関する話題や、梅雨の悩み、対策,多くのユーザーが共感し、関連する投稿が拡散された
2026-01-18 06:41,おぱんちゅうさぎ,N/A,"キャラクター,コメディ,癒し",イラストレーター「可哀想に！」によるキャラクター,不憫で健気な姿が共感を呼び、グッズやコラボが人気,若年層を中心にSNSで人気を博し、関連商品が多数登場
2026-01-18 06:41,スイカゲーム,N/A,"ゲーム,パズル",Aladdin Xが開発した落ち物パズルゲーム,シンプルながら奥深いゲーム性が人気で、配信者もプレイ,SNSでプレイ動画や高得点報告が多数投稿され、人気が継続
2026-01-18 06:50,AIゆりこ,N/A,"政治,AI,選挙",不明 (SNS上で拡散),都知事選前に小池百合子氏のAI動画が拡散。,真偽巡り議論、フェイクニュース問題に。
2026-01-18 06:50,ドミノ半額,N/A,"食事,割引,社会現象",ドミノ・ピザのキャンペーン,持ち帰り半額クーポンで店舗に長蛇の列。,SNSで混雑状況や体験談が多数投稿された。
2026-01-18 06:50,きゅうりパック,N/A,"美容,スキンケア,TikTok",TikTok,きゅうりを顔に貼る美容法がTikTokで流行。,多くのユーザーが動画を投稿、関連商品も注目。
2026-01-18 07:04,定額減税,N/A,"政治,経済,社会",日本政府の経済対策,6月開始の所得税・住民税減税。恩恵実感の有無が話題に。,SNSで賛否両論が活発に議論され、家計への影響が注目。
2026-01-18 07:04,劇場版ウマ娘,N/A,"アニメ,ゲーム,映画",人気ゲーム「ウマ娘」の劇場版公開,6月8日公開。初の劇場版で、ファンの期待が高かった。,公開後、SNSで感想や考察が多数投稿され、大きな話題に。
2026-01-19 03:37,2番じゃダメなんですか,N/A,"政治,流行語",蓮舫氏の都知事選出馬会見,2010年の事業仕分けでの発言を再利用,ネットで賛否両論、パロディ化、議論を呼んだ
2026-01-19 03:37,ニコニコ停止,N/A,"ネットサービス,サイバー攻撃",KADOKAWAへの大規模サイバー攻撃,ニコニコ動画が長期停止、代替サービスへ移行,ユーザーの不満、他サービスへの移行、支援の声
2026-01-20 03:43,蓮舫ポスター問題,N/A,"政治,社会問題,ネット文化",蓮舫氏の都知事選ポスター,都知事選ポスター掲示場のルール違反疑惑,SNSで炎上、コラージュ化、議論活発化
2026-01-20 03:43,ヒカキン結婚,N/A,"有名人,エンタメ,YouTube",HIKAKINのYouTube動画発表,人気YouTuber HIKAKINが一般女性と結婚,祝福の声多数、トレンド入り、驚き広がる
2026-01-20 03:43,アブラカタブラダンス,N/A,"TikTok,ダンス,音楽",Brown Eyed Girlsの楽曲,楽曲「Abracadabra」に合わせたダンスが流行,多くのユーザーが真似て投稿、動画増加
2026-01-21 04:01,七つのゼロ,N/A,"政治,選挙",蓮舫氏の東京都知事選公約,蓮舫氏の「7つのゼロ」政策が、実現可能性巡り議論に。,政策への関心、賛否両論の意見交換、パロディ投稿。
2026-01-21 04:01,AIゆりこ,N/A,"政治,テクノロジー",小池百合子氏の都知事選PR動画,小池氏の政策をAIが解説する動画が公開され話題に。,動画拡散、AI技術への関心、政治PR手法への議論。
2026-01-21 04:01,ブライダルチェック,N/A,"健康,結婚",SNSでの議論、メディア記事,結婚前の健康診断。男性も受けるべきとの意見が広まり議論に。,検査への関心、男女間の健康意識の議論が活発化。
2026-01-21 04:01,ドット絵,N/A,"アート,SNS",Xでのハッシュタグ「#ドット絵を流す見た人も流す」,ユーザーが自身のドット絵作品を投稿し、次の人にも促す。,ドット絵作品の拡散、クリエイター間の交流を促進。
2026-01-22 03:54,2位じゃダメなんですか,N/A,"政治,時事ネタ",2010年事業仕分け,蓮舫氏の都知事選出馬表明で再燃。,政策議論や皮肉に多用される。
2026-01-22 03:54,おぱんちゅううさぎ,N/A,"キャラクター,ファッション",可哀想に！氏のSNS漫画,GUなどコラボ多数で人気。,若者を中心にグッズが人気。
2026-01-22 03:54,ちいかわ,N/A,"キャラクター,グッズ",ナガノ氏のSNS漫画,新商品やコラボが頻繁。,幅広い層に人気、経済効果大。
2026-01-22 03:54,猫ミーム,N/A,"動物,面白動画",海外の猫動画を編集,日本で独自のBGMやテロップで再流行。,面白動画として拡散、癒し効果。
2026-01-22 03:54,#今日の積み上げ,N/A,"勉強,自己啓発",プログラミング学習界隈,日々の学習や作業内容を共有。,モチベーション維持、交流促進。
2026-01-23 03:47,ずんだもん構文,N/A,"キャラクター,言葉遊び",東北ずん子プロジェクトのずんだもん,ずんだもんの独特な語尾「のだ」「なのだ」を真似る,SNSで文章をユーモラスに表現する際に多用
2026-01-23 03:47,#お前らがもう忘れかけてるもの,N/A,"懐かしネタ,記憶",X (旧Twitter) のハッシュタグ,ユーザーが過去の流行や物を投稿し、懐かしむ,多くの共感を呼び、様々な世代が参加し拡散
2026-01-23 03:47,#令和のレトロ,N/A,"懐かしネタ,文化",X (旧Twitter) のハッシュタグ,令和時代に再評価されたレトロな物を共有,世代間の文化交流を促進し、新たな価値観を共有
2026-01-24 03:47,AIゆりこ,N/A,"政治,AI,選挙",小池百合子都知事のYouTubeチャンネル,都知事選出馬表明後、AI生成の小池氏が政策を語る動画を公開。,AIの活用や選挙運動のあり方について議論を呼んだ。
2026-01-24 03:47,蓮舫氏七夕ポスター,N/A,"政治,選挙,デザイン",蓮舫氏の都知事選ポスター,「七夕に願いを。」のキャッチコピーとデザインがSNSで話題。,ポスターデザインやメッセージの意図について様々な意見が交わされた。
2026-01-25 03:40,定額減税,N/A,"政治,経済,生活",政府の政策発表,2024年6月開始の税金減額。給与明細の画像投稿が流行。,減税額への様々な反応、経済政策への関心高まる。
2026-01-25 03:40,ちいかわ関連話題,N/A,"アニメ,漫画,キャラクター",アニメ新エピソード、グッズ発売,人気キャラクター。アニメ最新話の感想や新グッズが話題。,ファン間の交流活発化、グッズ売上貢献、文化現象。
2026-01-25 03:40,おぱんちゅうさぎ関連,N/A,"キャラクター,グッズ,イベント",新コラボカフェ、展示会開催,人気キャラクター。コラボカフェや展示会がSNSで話題。,ファン層の拡大、グッズ販売促進、共感と笑いを呼ぶ。
2026-01-25 03:40,政治資金規正法改正案,N/A,"政治,法律",国会での審議、報道,政治資金問題を受け、改正案が国会で審議され話題に。,政治への関心高まる、国民からの批判や意見が噴出。
2026-01-26 03:40,ドリルカラマリ,N/A,"ゲーム,空耳",スプラトゥーン3,新スペシャルウェポン「ドリルミサイル」の空耳,プレイヤー間で流行、ネタ化、イラスト投稿
2026-01-26 03:40,猫ミーム,N/A,"動物,動画",海外発祥の動画ミーム,猫の面白動画にBGMやテロップを付けたもの,日本でも二次創作が多数投稿され、日常会話でも使われる
2026-01-26 03:40,顔出しパネルチャレンジ,N/A,"TikTok,動画",TikTokのARフィルター,顔出しパネル風になるエフェクトを使った動画投稿,多くのユーザーが動画を作成・投稿し、拡散
2026-01-27 03:49,サイゼリヤ間違い探し,N/A,"日常,ゲーム",サイゼリヤのキッズメニュー,難易度の高さと中毒性でSNSで話題,多くのユーザーが挑戦し、結果を共有
2026-01-27 03:49,異世界転生したらヤンデレに囲まれてた,N/A,"アニメ,ライトノベル,パロディ",ライトノベルタイトル,独特なフレーズが汎用的なネタに,自分の状況を面白く表現する際に使用
2026-01-27 03:49,好きな画像を貼って4人組を組もう,N/A,"日常,エンタメ,画像",Xユーザー発のハッシュタグ,好きなキャラや物を集めて楽しむ,多くのユーザーが参加し、多様な組み合わせを共有
