日時,名称,PF,トピック,起源,背景,影響
2026-03-08 03:46,ブルアカ水着キャラ,N/A,"ゲーム,アニメ,キャラクター",ブルーアーカイブ新イベント,人気キャラの水着バージョン登場でSNSが盛り上がった。,ゲーム内イベントの盛り上がり、ファンアート増加。
2026-03-08 03:46,#これを見た人は来年の目標を言う,N/A,"自己紹介,目標,SNS",X (Twitter)のハッシュタグ,ユーザーが来年の目標を投稿し合うバトン形式の遊び。,ユーザー間の交流促進、自己啓発。
2026-03-09 03:48,猫ミーム,N/A,"動物,コメディ,日常",海外発の猫動画、TikTok,猫の動きに効果音や字幕を付け、日常の「あるある」を表現する動画形式。,幅広い層に拡散。ユーザーが自身の体験を反映した動画を多数投稿。
2026-03-09 03:48,ごめん寝,N/A,"動物,日常,癒やし",猫の飼い主からの投稿、X,猫が顔を前足や物で隠して寝る姿が、謝っているように見えることから。,猫好きの間で共感を呼び、癒やしコンテンツとして写真や動画が拡散。
2026-03-10 04:03,お前が悪い,N/A,"コメディ,日常,TikTok",TikTokの音源,自身の失敗や理不尽な状況をコミカルに表現する動画で流行。,TikTokで多数の動画が作成され、共感を呼んでいる。
2026-03-10 04:03,〇〇は実在したんだ！構文,N/A,"インターネット文化,コメディ",漫画・アニメ等のフィクション作品,フィクションのものが現実で見つかった際に使われる。,Xなどで、驚きや感動を共有する際に多用。
2026-03-11 04:01,AIゆりこ,N/A,"政治,AI,選挙",東京選挙ドットコム,都知事選向けAI生成動画が公開,倫理問題、選挙運動の議論を呼ぶ
2026-03-11 04:01,ドリルカラマリ,N/A,"ゲーム,スプラトゥーン3",スプラトゥーン3新シーズン,テイオウイカの突進攻撃の通称,プレイヤー間で話題、攻略法が拡散
2026-03-11 04:01,猫ミーム,N/A,"動物,動画,コメディ",海外SNS発、日本で拡散,面白い猫動画に効果音を付けた短い動画,日常の出来事を表現する手段として定着
2026-03-11 04:01,犬ミーム,N/A,"動物,動画,コメディ",SNS発、猫ミームに続き人気,面白い犬動画に効果音を付けた短い動画,日常の出来事を表現する手段として拡散
2026-03-12 04:04,東京都知事選ポスター,N/A,"政治,選挙,社会",2024年東京都知事選挙の掲示板,多数の候補者が奇抜なポスターを掲示しSNSで話題に。,ポスターのパロディや表現の自由に関する議論が拡散。
2026-03-12 04:04,蛇化現象,N/A,"恋愛,心理,インターネット",SNSでの「蛙化現象」の対義語として,好きな人の行動が全て良く見える心理状態を指す言葉。,恋愛観や人間関係に関する議論がSNSで活発化。
2026-03-12 04:04,ブルアカ水着イベント,N/A,"ゲーム,アニメ,エンタメ",スマホゲーム「ブルーアーカイブ」,夏の期間限定イベントで水着キャラが実装・発表。,キャラクターのイラストやストーリーがSNSで多数投稿。
2026-03-13 04:04,#GWはフォロワーさんが引用RTで紹介してくれる,N/A,SNS交流、自己紹介,X (旧Twitter)ユーザー間の呼びかけ,GW期間中に自身の投稿を多くの人に見てもらう目的,多くのユーザーが参加し、新たな交流やフォロワー獲得に繋がった
2026-03-14 03:55,蛇化現象,N/A,恋愛、心理、人間関係,TikTok、Xでの議論,蛙化現象の逆。嫌いな人が好きになる現象。,自身の感情変化を表現。共感や議論を呼ぶ。
2026-03-14 03:55,はぁ〜い！,N/A,日常、面白動画、リアクション,TikTokの音声ミーム,子供が可愛らしく返事をする音声が人気。,リアクション動画や導入として広く使用される。
2026-03-15 03:52,きゅるきゅる,N/A,"音楽,TikTok,若者文化",なとり「絶対零度」の歌詞,歌詞の一部がTikTokで音源として流行,ダンス動画や日常動画のBGMとして多数使用
2026-03-15 03:52,不適切にもほどがある！再放送,N/A,"テレビドラマ,昭和,令和",TBSドラマの再放送,昭和と令和の価値観ギャップが再注目された,ドラマのセリフやシーンがSNSで再度話題に
2026-03-15 03:52,梅雨入りネタ,N/A,"天気,日常,季節",日本各地の梅雨入り発表,梅雨の憂鬱やあるあるを共有する投稿が増加,雨の日に関する共感やユーモラスな投稿が拡散
2026-03-15 03:52,父の日感謝,N/A,"家族,イベント,感謝",6月16日の父の日,父への感謝やプレゼント報告の投稿が多数,家族間の温かい交流やエピソードが共有された
2026-03-16 03:53,これって、もしかして,N/A,"コメディ,日常,SNS",TikTokの音声と動画テンプレート,何かを発見・認識した際の驚きや疑問をコミカルに表現する際に使用。,様々なシチュエーションで動画が作成され、共感を呼んでいる。
2026-03-17 04:18,ドミノピザ裏技,N/A,"グルメ,節約",X (旧Twitter)の投稿,クーポンを組み合わせ、Lサイズを格安で注文する方法が話題に。,多くのユーザーが真似し、SNSで注文報告が相次いだ。
2026-03-17 04:18,きゅるるん,N/A,"美容,エンタメ",TikTok,フィルターと音源を使い、目を大きく見せる可愛い顔を作る動画。,若年層を中心に多くのユーザーが動画投稿。
2026-03-17 04:18,蓮舫氏出馬表明,N/A,"政治,ニュース",記者会見、SNS,蓮舫氏が東京都知事選への出馬を表明し、SNSで大きな話題に。,賛否両論の議論が活発化し、関連ワードがトレンド入り。
2026-03-18 04:14,おぱんちゅううさぎ,N/A,"キャラクター,グッズ,アニメ",可哀想に！氏がSNSで発表,健気で不憫な姿が共感を呼び、若者を中心に人気。,コラボカフェやグッズ展開が活発で、SNSで話題。
2026-03-18 04:14,猫ミーム,N/A,"動物,動画,インターネット",海外発祥、猫の面白動画を編集,日常の出来事を猫の動画で表現する形式が流行。,多数の派生動画が作成され、SNSで拡散中。
2026-03-18 04:14,ずんだもん,N/A,"キャラクター,音声合成,東北",東北ずん子プロジェクトのキャラクター,AI音声合成での活用や二次創作が活発で人気。,ニコニコ動画やXで多数の動画・画像が投稿される。
2026-03-18 04:14,AIイラスト,N/A,"AI,アート,テクノロジー",画像生成AI技術の発展,Stable Diffusionなどで生成された画像がSNSで共有。,クリエイター界隈で議論、一般ユーザーも利用し拡散。
2026-03-18 04:14,ちいかわ構文,N/A,"キャラクター,アニメ,日常",漫画「ちいかわ」のセリフや状況,キャラクターの感情や行動が、日常に重ねて使われる。,SNSで共感を呼び、様々な状況で引用され拡散。
2026-03-19 04:14,蓮舫氏「七人の侍」発言,N/A,"政治,選挙",蓮舫氏の都知事選街頭演説 (6/18),小池百合子氏を「七人の侍」と表現し批判。,発言の意図巡りSNSで議論、パロディ拡散。
2026-03-19 04:14,エルデンリングDLC発売,N/A,ゲーム,フロム・ソフトウェア (6/21),人気RPG『ELDEN RING』の大型DLCが発売。,新要素や難易度巡る感想、ネタバレ回避が活発。
2026-03-19 04:14,猫ミーム新作動画の拡散,N/A,"動物,エンタメ","TikTok,YouTube (継続中)",様々な猫の動画に音声や字幕を付けたミーム。,新しい音源や
2026-03-20 04:09,ずんだもん構文,N/A,"キャラクター,コミュニケーション",音声合成ソフト「VOICEROID」ずんだもん,ずんだもん風の語尾「なのだ」で丁寧かつ煽る文章,Xで流行。独特な言い回しが話題に。
2026-03-20 04:09,〇〇はどこへ消えた？,N/A,"懐かしネタ,ネット文化",不明 (自然発生的な問いかけ),昔よく見かけたものが最近見ないことへの問いかけ,共感を呼び、様々な「消えたもの」が語られる
2026-03-20 04:09,ドゥドゥドゥ,N/A,"音ネタ,ショート動画",TikTokのBGMとして流行した特定の音源,緊張感や期待感を煽る効果音として使用,面白い状況演出に多用され、動画BGMの定番に
2026-03-21 04:01,猫ミーム,N/A,"動物,動画,ユーモア","海外SNS (TikTok,YouTube)",猫の動画にBGMや字幕を付けた短い動画形式。,多くのユーザーが自身の日常を猫で表現。
2026-03-21 04:01,スイカゲーム,N/A,"ゲーム,パズル",Aladdin X (2021年),同じフルーツを合わせ大きくする落ち物パズル。,シンプルなルールで幅広い層に人気。配信者も多数。
2026-03-21 04:01,おぱんちゅうさぎ,N/A,"キャラクター,アート,ユーモア",イラストレーター「可哀想に！」,健気で報われないウサギのキャラクター。,グッズやコラボ多数。共感を呼びSNSで人気。
2026-03-22 03:49,おぱんちゅううさぎ,N/A,キャラクター、エンタメ,可哀想に！氏のイラスト,独特な表情と不憫な状況が共感を呼ぶ,グッズ、コラボが常に話題。SNSで日常的に言及。
2026-03-22 03:49,猫ミーム,N/A,動物、インターネット文化,海外の様々な猫動画,感情豊かな猫動画を編集し状況説明,日常を猫動画で表現する文化が定着
2026-03-22 03:49,ずんだもん,N/A,キャラクター、AI、ボカロ,東北ずん子プロジェクト,AI音声合成ソフトでの利用拡大、独特な口調,SNSで二次創作、構文が流行。動画投稿で人気。
2026-03-23 03:50,Mrs. GREEN APPLE「コロンブス」MV炎上,N/A,"音楽,芸能,差別,歴史",Mrs. GREEN APPLEの新曲MV公開,MV内容が差別的、歴史認識に欠けると批判殺到。,MV公開停止、バンドと所属事務所が謝罪。
2026-03-23 03:50,ドット絵メーカー,N/A,"アート,画像加工,日常",ピクセルアート作成ツールの登場,簡単にレトロなドット絵が作れる手軽さ。,多くのユーザーが作品をSNSに投稿し共有。
2026-03-24 04:06,蓮舫のポスター,N/A,"政治,選挙,デザイン",東京都知事選候補者・蓮舫氏のポスター,ポスターデザインがSNSで賛否両論を呼び話題に。,候補者や選挙への関心が高まり、議論を促した。
2026-03-24 04:06,梅雨入り,N/A,"天気,季節,日常",気象庁による梅雨入り発表,全国的に梅雨入りが発表され、関連投稿が急増。,日常の話題として共感を呼び、関連商品も注目された。
2026-03-24 04:06,#これ見た人は来年の目標を語る,N/A,"日常,SNS,目標",X (旧Twitter)でのハッシュタグ投稿,2024年後半を迎え、来年の目標を語る流れが流行。,多くのユーザーが自身の目標を共有し、交流が生まれた。
2026-03-24 04:06,#推しを答えて5人指名,N/A,"アニメ,ゲーム,エンタメ,SNS",X (旧Twitter)でのハッシュタグ投稿,自分の「推し」を共有し、友人に繋ぐバトン形式。,ファンコミュニティで広がり、推しへの愛が語られた。
2026-03-25 04:16,猫ミーム,N/A,"動物,コメディ",海外の動画共有サイト,猫の動画にBGMや字幕をつけ、感情を表現。,SNSで広く拡散、多様な派生動画が作られる。
2026-03-25 04:16,〇〇はどこ…ここ！,N/A,"コメディ,日常",TikTokの音声ミーム,「〇〇はどこ…ここ！」の音声に合わせ対象を見つける。,ペットや子供など様々な対象で模倣動画が投稿。
2026-03-25 04:16,蛙化現象,N/A,"恋愛,社会",心理学用語,相手の些細な行動で急に冷めてしまう現象。,若者を中心に恋愛観の議論や共感の投稿が多数。
2026-03-25 04:16,AIが描いた〇〇,N/A,"AI,アート",画像生成AIの普及,AIで生成された画像がSNSで共有され、話題に。,AI技術への関心が高まり、多様な画像が投稿される。
2026-03-26 04:06,猫ミーム,N/A,"動物,コメディ,日常",海外のTikTok/YouTube動画,猫の動画に特定の音源を合わせた短編動画。,感情表現や物語を伝える手法として流行。
2026-03-26 04:06,アオハル,N/A,"音楽,TikTok,ダンス",まらしぃと星街すいせいの楽曲,疾走感のある楽曲で、TikTokでBGMとして人気。,若者を中心に多くのユーザーが楽曲を使用し動画投稿。
2026-03-26 04:06,真美子さん,N/A,"スポーツ,芸能,結婚",大谷翔平選手の結婚発表,大谷選手が結婚相手の名前を明かし、話題に。,多くの人が彼女の情報を検索し、祝福の声が上がった。
2026-03-27 04:19,はたけカカシ先生,N/A,"アニメ,漫画,誕生日",漫画「NARUTO-ナルト-」のキャラ,6月15日が誕生日でファンが祝う,キャラクター愛を示す投稿が多数
2026-03-27 04:19,タコピーの原罪,N/A,"漫画,少年ジャンプ＋",漫画アプリでの期間限定無料公開,過去の人気作が再注目された,新規読者獲得、SNSで感想が拡散
2026-03-27 04:19,ガンダムSEED FREEDOM,N/A,"アニメ,映画,配信",Amazon Prime Video等での配信開始,劇場ヒット作が自宅で視聴可能に,感想戦が再燃、名シーンが話題に
2026-03-27 04:19,スプラトゥーン3 フェス,N/A,"ゲーム,Nintendo Switch",次期フェスお題「休むなら？」発表,プレイヤー間で選択肢の議論が活発化,コミュニティ活性化、意見交換促進
2026-03-27 04:19,異世界スーサイドスクワッド,N/A,"アニメ,DCコミックス",アニメ放送開始、PV公開,人気アメコミキャラの異世界転生,斬新な設定で注目、感想が拡散
2026-03-28 04:06,蓮舫やめます,N/A,"政治,ネットスラング",蓮舫氏の都知事選出馬会見,蓮舫氏が本名で活動する意向を示した発言,ネットで発言の真意やパロディが拡散し話題に
2026-03-28 04:06,定額減税4万円,N/A,"政治,経済,日常",政府の経済対策,物価高対策として国民1人あたり4万円の減税実施,恩恵実感の有無や制度への賛否がSNSで活発に議論
2026-03-28 04:06,TikTok Lite ポイ活,N/A,"アプリ,経済,ネット",TikTok Liteの新規ユーザー獲得キャンペーン,高額ポイント付与で、紹介コードの共有が活発化,多くのユーザーが参加し、ポイント獲得方法が話題に
