日時,名称,PF,トピック,起源,背景,影響
2026-09-08 06:25,猫ミーム,N/A,"動物,動画,コメディ",海外の猫動画とBGMを組み合わせたもの,汎用性の高い猫の表情とBGMが人気。様々なシーンで活用,TikTokやXで大量の派生動画が作成・共有されている
2026-09-08 06:25,都知事選ポスター,N/A,"政治,社会,選挙",東京都知事選挙の掲示板,候補者の個性的なポスターがSNSで話題に,ポスターを巡る議論やパロディ画像が投稿された
2026-09-08 06:25,蛙化現象,N/A,"恋愛,心理",心理学用語がSNSで拡散,相手の好意を知ると冷めてしまう現象。共感や議論を呼ぶ,恋愛相談や体験談がXなどで活発に投稿されている
2026-09-09 06:02,七夕に願いを,N/A,"政治,選挙",蓮舫氏の都知事選出馬表明会見,政治会見での季節外れな発言が話題に,SNSでパロディやコラージュが多数投稿
2026-09-09 06:02,AIゆりこ,N/A,"政治,選挙,AI",小池百合子氏の都知事選出馬会見,会見でAI生成と見られる画像が使用された,AI利用の是非や画像の違和感がSNSで議論
2026-09-09 06:02,定額減税4万円,N/A,"政治,経済",2024年6月からの定額減税制度,減税額や給付方法の複雑さから話題に,制度への疑問や不満がSNSで多く投稿
2026-09-09 06:02,ドクターイエロー引退,N/A,"鉄道,交通",JR東海・西日本が引退を発表,幸せを呼ぶ新幹線として多くの人に親しまれた,多くのファンが思い出や写真をSNSに投稿
2026-09-10 05:51,蓮舫氏都知事選,N/A,"政治,選挙",蓮舫氏が都知事選出馬を表明した記者会見,過去の言動や公約、学歴などが議論の的に,Xでトレンド入り、様々な意見が飛び交う
2026-09-10 05:51,甘露寺蜜璃入浴シーン,N/A,"アニメ,鬼滅の刃",アニメ「鬼滅の刃 柱稽古編」第6話,原作にない描写で、ファンが騒然。賛否両論,Xでトレンド入り、多くのファンが反応
2026-09-11 05:45,#これ見た人は来年の目標を言う,N/A,"自己啓発,SNSチャレンジ",X (Twitter)上のハッシュタグ,見た人が来年の目標を投稿するバトン形式,多くのユーザーが参加し、目標を共有し合う
2026-09-11 05:45,#私を構成する5つの要素,N/A,"自己紹介,SNSチャレンジ",X (Twitter)上のハッシュタグ,自身を構成する5つの要素を挙げる投稿,個人の内面を表現する投稿が多数見られた
2026-09-11 05:45,#好きなゲームを4つ挙げる,N/A,"ゲーム,趣味,SNSチャレンジ",X (Twitter)上のハッシュタグ,好きなゲームタイトルを4つ挙げる投稿,ユーザー間でゲームの話題が盛り上がった
2026-09-11 05:45,ニコニコ動画サービス停止,N/A,"ネットサービス,復旧,ノスタルジー",ニコニコ動画へのサイバー攻撃,サービス停止でユーザーが過去動画を懐かしむ,復旧を望む声や代替サービスへの言及増加
2026-09-12 05:52,AIゆりこ,N/A,"政治,AI,選挙",都知事選候補者がAI動画を公開,AI技術を用いた選挙運動の是非が問われ、議論が活発化。,AI利用の是非や選挙運動のあり方について議論。
2026-09-12 05:52,蓮舫氏の公約,N/A,"政治,選挙",蓮舫氏が都知事選出馬表明時に公約発表,過去の言動との整合性や公約内容がSNSで議論を呼んだ。,公約内容や出馬表明のタイミングがSNSで話題に。
2026-09-12 05:52,#梅雨入り,N/A,"天気,季節",気象庁による梅雨入りの発表,日本各地で梅雨入りが発表され、SNSで話題に。,梅雨の憂鬱さや対策に関する投稿が多数見られた。
2026-09-12 05:52,定額減税,N/A,"経済,政治",2024年6月からの実施に向けて政府が発表,2024年6月から実施される定額減税について議論。,減税の恩恵や手続きの複雑さについて意見が交わされた。
2026-09-13 05:28,AIゆりこ,N/A,"政治,AI,画像生成",東京都知事選の小池百合子候補のポスター,ポスター画像がAI生成か議論に。SNSで拡散。,AI利用の是非や選挙ポスターのあり方を議論。
2026-09-13 05:28,七夕までに,N/A,"政治,発言",東京都知事選の蓮舫候補の発言,「七夕までに選挙を終わらせる」発言が話題に。,発言の意図や選挙戦の行方に関心を集めた。
2026-09-14 05:39,猫ミーム,N/A,"動物,コメディ,日常",海外のショート動画,様々な猫の動画を組み合わせ、日常の出来事や感情を表現,多くのユーザーが自身の体験を猫で表現し、共感を呼ぶ
2026-09-14 05:39,Bling-Bang-Bang-Born,N/A,"音楽,アニメ,ダンス",Creepy Nuts楽曲、アニメ「マッシュル」OP,特徴的なダンスがSNSで流行し、多くのユーザーが挑戦,楽曲の国内外での人気を不動にし、関連動画が多数投稿
2026-09-15 06:43,きゅうりパック,N/A,"美容,コメディ,日常",TikTok,顔にきゅうりを貼る美容法を面白く模倣,多くのユーザーが真似して投稿、拡散
2026-09-15 06:43,ちいかわ構文,N/A,"アニメ,コメディ,日常",漫画・アニメ「ちいかわ」,キャラクターの独特な言い回しを真似る,Xなどで日常の出来事を表現する際に多用
2026-09-15 06:43,ハッピーハッピーハッピー猫,N/A,"動物,コメディ,音楽",海外の猫ミーム動画,陽気な音楽に合わせて踊る猫の動画,様々な状況を表現する素材としてSNSで拡散
2026-09-16 06:11,七つのゼロ,N/A,"政治,社会",蓮舫氏の都知事選公約発表 (6/12),都知事選出馬表明と公約が注目され議論に。,政策議論に加え、語呂の良さからパロディ拡散。
2026-09-16 06:11,ホロライブサマー2024,N/A,"VTuber,エンタメ",ホロライブ公式からの発表 (6/15),人気VTuberグループの夏の大型企画詳細発表。,発表直後からXトレンド入り、ファン歓喜。
2026-09-16 06:11,ちいかわ×サンリオ,N/A,"キャラクター,グッズ",ちいかわ公式Xでのコラボ発表 (6/14),人気キャラ同士のコラボグッズ発売が決定。,Xトレンド入り。ファンから大きな反響を呼んだ。
2026-09-17 06:12,定額減税,N/A,"政治,経済,社会",日本政府,2024年6月から実施される所得税・住民税の減税措置。,制度の複雑さや恩恵の実感の有無でSNS上で議論を呼んでいる。
2026-09-17 06:12,だるまさんがころんだ新ルール,N/A,"遊び,インターネット文化",TikTok、X (旧Twitter),鬼が振り向いた時に特定のポーズを取る、変顔をするなどのルール追加。,若年層を中心に動画投稿が流行。ユニークな発想が拡散。
2026-09-17 06:12,猫ミーム,N/A,"動物,インターネット文化,動画",海外発祥、日本でTikTok等で流行,様々な猫の動画にBGMやテロップを付けたショート動画。,感情表現が豊かで共感を呼び、日常の出来事を猫で表現する投稿が多数。
2026-09-17 06:12,蛙化現象,N/A,"恋愛,心理,インターネット文化",心理学用語、SNSで恋愛文脈で使われ流行,好きな相手の些細な行動で急に冷めてしまう現象。,恋愛における共感や議論を呼び、多様な解釈で使われている。
2026-09-18 06:13,猫ミーム,N/A,"動物,ユーモア,日常",海外の様々な猫動画,猫動画を切り貼りし感情を表現する動画形式,TikTokやXで爆発的に拡散、多様な派生動画が誕生
2026-09-18 06:13,VIVANT再燃,N/A,"ドラマ,エンタメ,ミステリー",TBSドラマ「VIVANT」のGW期間中の再放送・配信,昨年ヒットしたドラマが連休中に再び視聴され話題に,Xで関連ワードがトレンド入り。考察や名シーンが再投稿
2026-09-18 06:13,GW明けの現実,N/A,"日常,仕事,ユーモア",ゴールデンウィーク終了後のSNSユーザーの投稿,長期休暇明けの憂鬱な気持ちを共有するハッシュタグ,共感を呼ぶ投稿が多数。既存ミームと組み合わせた画像も拡散
2026-09-19 05:48,ドット絵メーカー,N/A,"アート,ゲーム,日常",ピクセルアートメーカー (Webサービス),簡単に自分やキャラのドット絵を作りSNSで共有。,多くのユーザーが個性的な作品を投稿し流行。
2026-09-19 05:48,お前が歌うんかい,N/A,"音楽,ユーモア,アニメ","TikTok,X (Twitter)",楽曲のイントロで意外なキャラが歌い出す動画。,アニメキャラや有名人、動物のパロディ動画多数。
2026-09-19 05:48,#これ見た人は来年の目標を言う,N/A,"日常,自己啓発",X (Twitter),ハッシュタグを見た人が来年の目標を投稿する。,多くのユーザーが目標や願望を共有し、共感。
2026-09-20 05:29,おぱんちゅうさぎ,N/A,"キャラクター,コラボ",可哀想に！氏のSNS発キャラクター,健気で不憫なキャラが人気。コラボカフェや新グッズが話題。,若年層に人気拡大、関連商品が多数展開。
2026-09-20 05:29,#ねこねこ日本史,N/A,"アニメ,歴史,猫",アニメ「ねこねこ日本史」,TVer配信やキャラ再評価で再燃。織田信長が人気。,懐かしむ声、新規ファン獲得。動画やイラスト増。
2026-09-20 05:29,スイカゲーム,N/A,"ゲーム,エンタメ",Nintendo Switchゲーム,昨年大流行。最近、オンライン対戦追加で再注目。,再びプレイする人増加。実況配信も活発化。
2026-09-20 05:29,きゅうりパック,N/A,"美容,ライフハック","TikTok,Instagramのリール動画",夏向け美容法。「ひんやり」「潤う」とSNSで話題。,実際に試す人増加。関連動画や投稿が多数。
2026-09-20 05:29,梅雨入り,N/A,"天気,季節,ライフスタイル","気象庁発表,季節の移り変わり",各地で梅雨入り。雨具、湿気対策投稿がSNSで増加。,共感、情報共有活発化。関連商品の需要増。
2026-09-21 05:41,都知事選ポスター,N/A,"政治,社会,ネット文化",東京都知事選挙の候補者ポスター,奇抜なポスターが多く、SNSで写真が拡散された。,候補者の多様性や表現の自由について議論を呼んだ。
2026-09-21 05:41,2番じゃダメなんですか,N/A,"政治,流行語",2010年事業仕分けでの蓮舫氏の発言,都知事選出馬表明で過去発言が再注目され拡散。,政治家の過去発言の影響力や、言葉の切り取りを議論。
2026-09-21 05:41,ドリームマッチ,N/A,"インターネット,エンタメ",スポーツや格闘技の用語,意外な組み合わせや対決を指す言葉としてSNSで流行。,面白い組み合わせを提案する大喜利的に使われた。
2026-09-22 06:55,定額減税4万円,N/A,"政治,社会,経済",政府広報の定額減税説明資料,1人4万円減税の説明で架空の「4万円札」画像が使われ話題に。,減税制度への関心喚起、混乱、ユーモラスなネタとして拡散。
2026-09-22 06:55,7つのゼロ,N/A,"政治,社会,パロディ",蓮舫氏の東京都知事選公約,蓮舫氏が掲げた「7つのゼロ」公約が、SNSでパロディ化され始める。,公約への注目度向上、日常生活でのネタとして使用され拡散。
2026-09-23 06:11,選挙ポスター掲示板が無法地帯,N/A,"政治,社会,インターネット文化",東京都知事選挙の候補者ポスター掲示,奇抜なポスターが多数掲示され、カオスな状態に。,SNSで写真が多数投稿され、話題に。パロディも散見。
2026-09-23 06:11,AIゆりこ,N/A,"政治,AI,フェイクニュース",YouTubeに投稿された小池百合子氏のAI生成動画,都知事選出馬表明前にAI生成動画が拡散。,真偽議論を呼び、AIの悪用リスクが注目された。
2026-09-23 06:11,怪獣８号EDダンス,N/A,"アニメ,音楽,ダンス",アニメ『怪獣８号』のエンディング映像,独特の振り付けが特徴で、SNSで真似する動画が投稿。,TikTokなどでダンスチャレンジとして広がり人気。
2026-09-23 06:11,おぱんちゅうさぎ,N/A,"キャラクター,雑貨,日常",可哀想に！氏が描く人気キャラクター,新商品やコラボが発売されるたびにSNSで話題。,若年層を中心に人気が高く、関連商品が売り切れ。
2026-09-24 06:24,おじゃま虫ダンス,N/A,"音楽,ダンス,ライフスタイル",DECO*27の楽曲「おじゃま虫」,楽曲に合わせた可愛らしい振り付けが流行。,TikTokで多くのユーザーが真似て動画投稿。
2026-09-24 06:24,猫ミーム,N/A,"動物,コメディ,日常",海外の猫動画とBGMの組み合わせ,様々なシチュエーションで猫動画を編集。,TikTokやXで派生動画が大量発生し人気。
2026-09-25 06:25,定額減税,N/A,"経済,社会",政府の経済対策,6月からの定額減税で給与明細に記載。減税の実感がないとの声が多数上がり、給与明細画像と共に拡散。,多くの人が給与明細を共有し、減税の実感について議論。政策への反応を示す。
2026-09-25 06:25,ちいかわ一番くじ,N/A,"キャラクター,グッズ",バンダイスピリッツ,6月15日発売の「一番くじ ちいかわ ～SWEETS COLLECTION～」。景品が人気で、購入報告や戦利品写真が多数投稿。,発売前から話題となり、発売日には店舗に列。SNSで「ちいかわ」関連投稿が急増。
2026-09-25 06:25,特定外来生物,N/A,"環境,生物",ニュース報道、自治体の注意喚起,カミツキガメ等の特定外来生物のニュースが相次ぎ、見た目のインパクトや生態への驚き、ユーモラスな反応が拡散。,生物多様性や環境問題への関心を高め、特定の外来生物の画像がネタとして共有された。
2026-09-25 06:25,梅雨入り・紫陽花,N/A,"季節,自然",気象庁の梅雨入り発表,各地で梅雨入りが発表され、雨の季節が到来。雨に濡れる紫陽花の美しい写真や、梅雨の憂鬱さを表現する投稿が多数。,季節の風物詩として紫陽花の写真を共有。梅雨の始まりを実感させ、共感を呼んだ。
2026-09-26 06:26,定額減税,N/A,"政治,経済,社会",政府の経済対策,6月開始。給与明細での表示や恩恵の有無が話題に。,国民の関心高く、SNSで賛否や情報共有が活発。
2026-09-26 06:26,政治資金規正法改正案,N/A,"政治,法律",自民党が提出,裏金問題受けた改正案。内容の不十分さが議論に。,国民の政治不信高まり、SNSで批判や議論活発化。
2026-09-26 06:26,蓮舫氏 都知事選出馬,N/A,"政治,選挙",蓮舫氏の記者会見,立憲民主党の蓮舫氏が東京都知事選立候補を表明。,都知事選の注目度上昇、SNSで議論が活発化。
2026-09-26 06:26,岸田総理のSNS投稿,N/A,"政治,SNS",岸田総理の公式Xアカウント,定額減税アピール投稿。給与明細記載が話題に。,投稿内容がミーム化、批判の対象となり議論加速。
2026-09-26 06:26,ファミマ「クリームたっぷりコーヒーゼリー」,N/A,"グルメ,スイーツ",ファミリーマート,新商品。美味しさとボリュームでSNSで話題に。,購入報告や感想が多数、関連ワードがトレンド入り。
