日時,名称,PF,トピック,起源,背景,影響
2026-07-19 04:15,AIインフルエンサー,N/A,"AI,ソーシャルメディア,広告",海外発のAI技術、日本でも注目,AIが生成した仮想人物が、SNSでインフルエンサーとして活動し、広告塔となる。,リアルな人間との区別が曖昧になり、倫理や広告のあり方が議論されている。
2026-07-19 04:15,直言は凶器にもなる,N/A,"ドラマ,人間関係,倫理",NHK朝ドラ「虎に翼」,主人公の寅子が、言葉の持つ力と影響について考えさせられるシーンでのセリフ。,SNSで共感を呼び、人間関係における言葉の重みについて議論が広がった。
2026-07-20 04:16,アムロ、行きまーす！誤用,N/A,"アニメ,日常,コメディ","機動戦士ガンダム,SNSユーザーによる再解釈",有名セリフを日常の些細な行動に使うミーム。,面白い状況を共有し、共感を呼ぶ。
2026-07-20 04:16,きゅうり一本チャレンジ,N/A,"TikTok,グルメ,コメディ",TikTokユーザー発,きゅうりを一本丸ごと食べる様子を投稿する動画。,挑戦動画が多数投稿され、視聴者を楽しませる。
2026-07-20 04:16,猫ミーム「Happy Happy Happy」,N/A,"動物,コメディ,TikTok",不明(海外発、TikTokで拡散),猫の面白動画に陽気なBGMを合わせたもの。,癒しと笑いを届け、多くの派生動画を生む。
2026-07-20 04:16,#これ見た人は来年の目標を言う,N/A,"日常,SNSチャレンジ",X(Twitter)ユーザー発,突然来年の目標を宣言するハッシュタグ。,多くのユーザーが参加し、目標を共有する。
2026-07-20 04:16,スイカゲーム再ブーム,N/A,"ゲーム,日常",Aladdin X (2021年),フルーツを合わせて大きくするパズルゲーム。,多くの配信者がプレイし、SNSで話題に。
2026-07-21 04:51,蓮舫氏「排除」発言,N/A,"政治,選挙,ニュース",都知事選出馬表明会見,小池都知事への対抗姿勢を示す言葉,SNSで賛否両論、関連ワードがトレンド入り
2026-07-21 04:51,くるまやさんの歌,N/A,"音楽,TikTok,子供向け",TikTokユーザーのオリジナル曲,中毒性のあるリズムと歌詞が話題に,ダンス動画や替え歌投稿が急増
2026-07-21 04:51,ちいかわ労働ネタ,N/A,"アニメ,漫画,日常",漫画「ちいかわ」のキャラクター,労働の厳しさをちいかわで表現し共感,仕事の愚痴や共感をちいかわ画像で投稿
2026-07-21 04:51,AI生成〇〇画像,N/A,"AI,テクノロジー,アート",AI画像生成ツールの普及,リアルで面白いAI画像がSNSで拡散,様々なテーマでAI画像が共有され話題に
2026-07-21 04:51,猫ミーム,N/A,"動物,動画,インターネット文化",海外発の猫の面白動画,日常の状況を猫動画で表現する汎用性,多くのユーザーが日常を猫ミームで表現
2026-07-22 04:43,2位じゃダメなんですか,N/A,"政治,社会",2009年事業仕分けでの蓮舫氏の発言,蓮舫氏の都知事選出馬表明で、過去の発言が再注目。,政治議論で頻繁に引用され、ミームとして拡散。
2026-07-22 04:43,猫ミーム,N/A,"動物,動画",海外発の猫の面白動画を組み合わせたミーム,様々な状況を猫の表情や動きで表現し、共感を呼ぶ。,SNSで多くの派生動画が作られ、日常会話でも使われる。
2026-07-22 04:43,ずんだもん,N/A,"キャラクター,AI,動画",東北ずん子プロジェクトのキャラクター,AI音声合成ソフト「VOICEVOX」で手軽に利用可能。,短いセリフや解説動画で人気。独特の口調が特徴。
2026-07-22 04:43,ドット絵メーカー,N/A,"アート,画像加工",「ドット絵メーカー」というWebサービス,簡単に自分やキャラをドット絵化でき、SNSで共有が流行。,多くのユーザーが作品を投稿し、プロフィール画像などに使用。
2026-07-23 04:37,ごめんね青春 (音源),N/A,"ドラマ,音楽,コメディ",ドラマ「ごめんね青春！」(2014年),特定のBGMやセリフがTikTokで再流行,日常の失敗談や共感動画のBGMとして拡散
2026-07-23 04:37,2番じゃダメなんですか,N/A,"政治,社会",蓮舫氏の発言 (2009年),都知事選出馬表明で過去発言が再注目,政策議論や皮肉としてSNSで拡散
2026-07-24 04:37,都知事選ポスター騒動,N/A,"政治,社会,AI,インターネット文化",東京都知事選の候補者ポスター,奇抜なポスターやAI生成画像がSNSで拡散され、議論を呼んだ。,AI利用の倫理、選挙制度への疑問、パロディ画像多数。
2026-07-24 04:37,猫ミーム,N/A,"動物,ショート動画,インターネット文化",海外の猫動画、TikTokやYouTube Shorts,猫動画にBGMをつけ感情を表現。癒しと共感を呼ぶ。,動画制作の流行、SNSでの拡散、関連グッズも登場。
2026-07-24 04:37,おぱんちゅううさぎ,N/A,"キャラクター,日常,共感",可哀想に！氏によるイラスト,不憫な状況に陥りがちなうさぎ。SNSで共感を呼び人気。,グッズ展開、コラボ多数、SNSでの共感表現に利用。
2026-07-24 04:37,ちいかわ構文,N/A,"キャラクター,日常,言葉遊び",漫画「ちいかわ」のセリフや表現,独特な言い回しがSNSで日常の出来事に例えられ使用。,SNSでのコミュニケーションに浸透、共感や笑いを誘う。
