日時,名称,PF,トピック,起源,背景,影響
2026-08-03 04:21,#これ見た人は来年の目標を言う,N/A,"インターネット,日常,自己啓発",X(旧Twitter)発祥の定期的なハッシュタグ,年末年始に流行するタグが時期外れに再燃,ユーザーが目標を共有し、共感や交流を生む
2026-08-03 04:21,おぱんちゅうさぎ,N/A,"キャラクター,アート,日常",可哀想に！氏が描くSNS発のキャラクター,不幸な目に遭いがちなウサギの姿が共感を呼ぶ,
2026-08-04 04:47,定額減税通知書,N/A,"政治,経済,社会",政府の定額減税制度,6月からの実施に伴い通知書が送付され混乱。,制度内容や詐欺への注意喚起がSNSで拡散。
2026-08-04 04:47,のんでるの？(サントリーCM),N/A,"広告,エンタメ",サントリー天然水CM,あのちゃんとヒコロヒーのやり取りが話題に。,CMのセリフがSNSで真似され、拡散。
2026-08-04 04:47,ちいかわ飯店ドリンクスタンド,N/A,"キャラクター,飲食,イベント",ちいかわ公式イベント,新店舗オープンでファンが殺到し話題に。,長蛇の列や品切れがSNSで報告され注目。
2026-08-05 04:46,蓮舫氏ポスターパロディ,N/A,"政治,インターネット文化",蓮舫氏の都知事選ポスター,ポスターの背景色やデザインが特徴的で、真似る投稿が拡散。,Xを中心に多様なパロディ画像が生成され、大きな話題に。
2026-08-05 04:46,鬼滅の刃 柱稽古編,N/A,"アニメ,エンターテイメント",アニメ「鬼滅の刃 柱稽古編」放送,新エピソードが放送されるたび、Xなどで関連ワードがトレンド入り。,視聴者の感想や考察が活発に投稿され、毎週大きな話題に。
2026-08-05 04:46,GABURI スイカ フラペチーノ,N/A,"グルメ,ドリンク",スターバックスの期間限定新商品,スイカをテーマにしたフラペチーノで、夏らしい見た目と味が話題。,発売前から期待、発売後は実食報告が多数投稿され人気。
2026-08-06 04:46,プロテインザス,N/A,"ミーム,言葉遊び,TikTok",TikTokユーザーの投稿,「プロテインザバス」を早口で言うと「プロテインザス」になる現象,多くのユーザーが挑戦し、動画投稿が拡散。SNSで話題に。
2026-08-06 04:46,きゅうりパック,N/A,"美容,TikTok,コメディ",TikTokユーザーの美容動画,顔にきゅうりを貼り付け、特定のBGMで変顔をする動画,若年層を中心に真似する動画が多数投稿され、流行。
2026-08-06 04:46,#お前らがもう忘れたもの,N/A,"懐かしネタ,記憶,ハッシュタグ",X (旧Twitter) のハッシュタグ,流行したが今は忘れ去られた物事を投稿するハッシュタグ,多くのユーザーが参加し、懐かしい話題で盛り上がりトレンド入り。
2026-08-07 09:09,猫ミーム,N/A,"動物,動画,日常",海外の様々な猫動画,感情豊かな猫動画を日常の出来事に合わせ編集,共感や笑いを誘い、多様なシチュエーションで拡散
2026-08-07 09:09,ずんだもん,N/A,"キャラクター,AI,解説",東北ずん子プロジェクト,AI音声合成ソフトの普及で解説・ネタ動画に多用,親しみやすい声で、様々な情報を分かりやすく伝える
2026-08-07 09:09,蛇化現象,N/A,"恋愛,心理,流行語",蛙化現象の対義語としてSNSで発生,相手の全てを肯定的に捉える恋愛心理,恋愛観を語る際に使われ、共感や議論を呼ぶ
2026-08-07 09:09,おぱんちゅううさぎ,N/A,"キャラクター,グッズ,日常",イラストレーター「可哀想に！」,不幸な目に遭いがちな姿が共感を呼び人気,グッズやコラボカフェが人気で、SNSで日常的に話題
2026-08-08 04:06,〇〇はどこ？構文,N/A,"コメディ,日常,インターネット",TikTokやXで特定の動画が拡散されたのがきっかけ。,あるべきものがない状況を「〇〇はどこ？」と問いかけ表現。,多くのユーザーが様々なシチュエーションで応用し拡散。
2026-08-08 04:06,きゅるきゅる,N/A,"動物,かわいい,TikTok",TikTokで可愛い動物の動画に添えられる効果音やBGM。,愛らしい仕草をする動物に合わせて使われ、可愛さを強調。,多くのユーザーが自分のペット動画などで使用し、拡散。
2026-08-08 04:06,うちの子が一番,N/A,"ペット,親バカ,日常",SNS上で、自分のペットや子供の可愛さをアピールする投稿。,自分の愛する対象が世界で一番可愛いという親バカ的愛情表現。,多くの飼い主や親が共感し、自分の「一番」を誇る投稿が拡散。
2026-08-09 03:49,冨岡義勇の絡み,N/A,"アニメ,鬼滅の刃",アニメ「鬼滅の刃 柱稽古編」第1話,義勇が他の柱との交流を拒む様子が話題に,彼の孤立や反応を巡るネタがSNSで拡散
2026-08-09 03:49,五月病ネタ,N/A,"日常,季節の話題",ゴールデンウィーク明けの疲労感やモチベーション低下,5月病をテーマにした共感性の高い投稿が多数,多くのユーザーが自身の体験を共有し、共感を呼ぶ
2026-08-09 03:49,#お前らがもう一度見たいアニメ,N/A,"アニメ,懐かし",Xでのハッシュタグ投稿,ユーザーが好きなアニメを挙げ、再視聴を願う企画,多くの作品名がトレンド入りし、アニメファン間で盛り上がる
2026-08-09 03:49,可愛い君が愛おしい,N/A,"音楽,ダンス,TikTok",HoneyWorksの楽曲「可愛い君が愛おしい」,楽曲に合わせた振り付けやポーズ動画が流行,多くのユーザーが楽曲を使用し、可愛らしい動画を投稿
2026-08-10 03:52,蓮舫氏のポスター,N/A,"政治,デザイン,パロディ",蓮舫氏の都知事選ポスター発表,「無駄をなくす」スローガンと白背景のシンプルデザインが話題に,デザインの賛否、パロディ画像やコラージュが多数作成された
2026-08-10 03:52,都知事選ポスター掲示板,N/A,"政治,選挙,社会問題",東京都知事選のポスター掲示板が設置,多数の候補者と個性的なポスターが並び壮観と話題,掲示板の様子がSNSで拡散、候補者の多様性が注目された
2026-08-10 03:52,AI加工アプリ,N/A,"AI,写真,美容",特定のAI写真加工アプリの流行,自分の写真をAIで加工し、別人のような姿になるのが話題,遊びとして楽しむ人多数、現実とのギャップも議論された
2026-08-11 04:06,定額減税,N/A,"政治,経済,生活",政府による経済対策,2024年6月からの実施,給与明細表示や恩恵への議論が活発化
2026-08-11 04:06,蓮舫氏都知事選出馬,N/A,"政治,選挙",蓮舫氏の記者会見,東京都知事選挙への立候補表明,政策や過去発言について活発な議論が展開
2026-08-11 04:06,原神Ver.4.7,N/A,"ゲーム,エンタメ",miHoYo開発ゲーム,大型アップデート「永き夢を紡いで」配信,新キャラやストーリー、イベントの話題で盛り上がる
2026-08-11 04:06,梅雨入り,N/A,"天気,季節,生活",気象庁の発表,日本各地で梅雨入りが発表され始めた,雨具や体調管理、湿気対策の話題が増加
2026-08-11 04:06,鬼滅の刃 柱稽古編,N/A,"アニメ,エンタメ",吾峠呼世晴原作漫画,テレビアニメ新シリーズが放送中,毎週放送後に感想や考察がSNSで活発化
2026-08-12 04:12,フリーレンロス,N/A,"アニメ,感情",アニメ「葬送のフリーレン」最終回,人気アニメ終了後の寂しさ。SNSで共感の声多数。,続編期待、関連グッズ需要。アニメ業界に影響。
2026-08-12 04:12,猫ミーム,N/A,"動物,コメディ",海外の猫動画、日本のSNSで再解釈,猫の動画に字幕やBGMを付けた短編動画の総称。,面白い状況説明や感情表現に多用され、人気継続。
2026-08-12 04:12,スイカゲーム (スマホ),N/A,"ゲーム,アプリ",Aladdin Xがスマホ版をリリース,人気パズルゲームのスマホ版。手軽に遊べ再燃。,新規ユーザー獲得、再びSNSでプレイ動画が流行。
2026-08-12 04:12,大谷翔平結婚発表,N/A,"スポーツ,ニュース",大谷翔平選手がSNSで結婚を発表,世界的スターの突然の発表に日本中が驚き。,祝福と驚きの声多数。関連ミームやジョークも拡散。
2026-08-13 04:11,ふてほどロス,N/A,"テレビドラマ,感情",ドラマ「不適切にもほどがある！」最終回,最終回を迎え、視聴者が喪失感を表現する言葉,ドラマの話題性維持、共感の広がり
2026-08-13 04:11,エイプリルフールネタ,N/A,"イベント,ユーモア",4月1日のエイプリルフール,企業や個人が趣向を凝らした嘘の発表をする,SNSでの拡散、話題作り、企業ブランディング
2026-08-13 04:11,スイカゲーム新ステージ,N/A,"ゲーム,エンタメ",「スイカゲーム」のアップデート,3/29に2人プレイモードが追加され、再注目,ゲームの再流行、プレイ動画の増加
2026-08-13 04:11,ちいかわ新商品,N/A,"キャラクター,グッズ",「ちいかわ」の新作グッズ発売、くじ,4/1から「ちいかわ一番くじ」など新商品展開,ファンによる情報拡散、購買意欲向上
2026-08-14 04:12,きゅるん,N/A,"音楽,TikTok,かわいい",HoneyWorks feat. 可不の楽曲「きゅるん」,楽曲の歌詞がキャッチーで、可愛らしい動画に多用された。,TikTokやReelsで音源が人気を集め、関連動画が多数投稿。
2026-08-14 04:12,#これ見た人は来年の目標を言う,N/A,"目標,SNSチャレンジ",X (旧Twitter) 上のハッシュタグ,ユーザーが来年の目標を共有し、互いに励まし合う目的。,多くのユーザーが参加し、様々な目標が投稿されトレンド入り。
2026-08-14 04:12,猫ミーム,N/A,"動物,動画,インターネット",海外の猫動画を素材としたミーム文化,猫のリアクション動画に字幕や効果音を付け日常を表現。,多くのユーザーが動画を作成・視聴し、SNSで広く拡散。
2026-08-14 04:12,玄弥の成長 (鬼滅の刃),N/A,"アニメ,キャラクター",アニメ『鬼滅の刃 柱稽古編』第5話,普段粗暴な玄弥が兄との関係で意外な一面を見せ話題に。,ファンが可愛らしさや成長に言及し、関連イラストも投稿。
2026-08-15 04:03,猫ミーム,N/A,"動物,おもしろ,動画",海外の猫動画、日本のSNSで発展,様々な猫の動画にBGMやテロップを付けたショート動画。,感情表現が豊かで共感を呼び、多くの派生作品が作られている。
2026-08-15 04:03,TikTok Lite招待キャンペーン,N/A,"SNS,お金,キャンペーン",TikTokアプリ,友達招待でポイントがもらえるキャンペーンが話題。,多くのユーザーが招待コードをSNSで共有し拡散。
2026-08-15 04:03,AI生成画像,N/A,"AI,アート,テクノロジー",画像生成AI技術の発展,AIが生成したリアルな画像やイラストがSNSで拡散。,その品質や著作権、倫理に関する議論が活発化している。
2026-08-16 03:39,定額減税,N/A,"政治,経済,社会",政府の経済対策,2024年6月開始の所得税・住民税の減税,仕組みへの疑問や効果への賛否がSNSで活発化
2026-08-16 03:39,蓮舫氏出馬表明,N/A,"政治,選挙",記者会見での発言,東京都知事選への立候補表明,政策や発言内容への議論が活発化
2026-08-16 03:39,猫ミーム,N/A,"動物,エンタメ",海外の動画投稿サイト,様々な猫の動画を素材にしたショート動画,日常の出来事を面白く表現する手法として定着
2026-08-16 03:39,#これ見た人も無言で何か1つあげる,N/A,"SNS,コミュニケーション",X(旧Twitter)のハッシュタグ,特定のテーマで画像を投稿する連鎖ポスト,ユーザー間の交流を促し、様々な投稿が拡散
2026-08-16 03:39,#あなたの推し2人教えて,N/A,"アニメ,ゲーム,アイドル",X(旧Twitter)のハッシュタグ,好きなキャラクターや人物を2人挙げる,ファン交流や新たな推し発見に繋がる
2026-08-17 03:38,蓮舫氏の七夕投稿,N/A,"政治,時事ネタ",蓮舫氏のX投稿,都知事選出馬後の七夕投稿が時期尚早と話題に。,パロディや批判、擁護の声がSNSで拡散。
2026-08-17 03:38,はぁ〜い、〇〇で〜す,N/A,"日常,コメディ",TikTokの音声ミーム,独特のイントネーションの自己紹介音声が人気。,TikTokで多数の動画が作成され模倣される。
2026-08-17 03:38,ちいかわ新グッズ,N/A,"キャラクター,グッズ","公式発表,各種コラボ",人気キャラ「ちいかわ」の新作やコラボが常に話題。,発売と同時に品切れ、SNSで報告が多数。
2026-08-17 03:38,不適切にもほどがある！再燃,N/A,"ドラマ,エンタメ",TBSドラマ「不適切にもほどがある！」,Tver再配信で再び話題に。セリフが再投稿。,ドラマ内のセリフやパロディがSNSで拡散。
2026-08-17 03:38,梅雨入り,N/A,"天気,日常",気象庁の発表,各地の梅雨入り発表で、雨具や対策の話題が増加。,天気予報や日常の不満、対策グッズがSNSで拡散。
